Timestamp,Elapsed_Sec,SimProfile,Protocol,Bitrate_kbps,Resolution,Latency_ms,Throughput_Mbps,Buffer_Sec,Stalls,Buffering_Time,Dropped_Frames,Decoded_Frames,Corrupted_Frames,Manifest_Time,License_Time,Estimated_BW_bps
2026-06-17T12:26:43,114.12,3G,H3,1496.4,480p,96.84272289108358,1.663,2.37,0,0.0,0,297,0,96.5,51.5,1662655.0
2026-06-17T12:26:43,116.2,3G,H3,1613.1,480p,103.11082654781156,1.792,4.43,0,0.0,0,315,0,158.1,27.3,1792336.0
2026-06-17T12:26:43,118.84,3G,H3,1436.2,480p,96.35072841150699,1.596,3.62,0,0.0,0,304,0,293.4,12.1,1595828.0
2026-06-17T12:26:43,121.2,3G,H3,1462.4,480p,100.65817437537913,1.625,2.6,0,0.0,0,285,0,207.0,25.5,1624885.0
2026-06-17T12:26:43,123.99,3G,H3,1299.8,480p,101.82741670281588,1.444,2.03,0,0.0,0,290,0,147.9,39.5,1444168.0
2026-06-17T12:26:43,125.5,3G,H3,1601.0,480p,95.22426364950108,1.779,4.43,0,0.0,0,298,0,313.6,31.5,1778936.0
2026-06-17T12:26:43,127.81,LTE,H3,33528.2,1080p,22.21155370910233,37.254,2.68,0,0.0,0,295,0,268.9,17.8,37253559.0
2026-06-17T12:26:43,130.45,LTE,H3,31765.6,1080p,23.567754873236616,35.295,5.45,0,0.0,0,310,0,300.0,70.3,35295116.0
2026-06-17T12:26:43,133.35,LTE,H3,38929.7,1080p,22.132800917727735,43.255,4.11,0,0.0,0,320,0,220.8,45.2,43255206.0
2026-06-17T12:26:43,135.14,LTE,H3,37729.4,1080p,23.542244491230548,41.922,3.11,0,0.0,0,311,0,75.1,33.1,41921576.0
2026-06-17T12:26:43,137.75,LTE,H3,31702.2,1080p,21.995205975139246,35.225,4.11,0,0.0,0,282,0,174.4,32.6,35224696.0
2026-06-17T12:26:43,139.46,LTE,H3,37971.7,1080p,15.615047291877897,42.191,2.76,0,0.0,0,301,0,333.8,56.3,42190780.0
2026-06-17T12:26:43,141.17,LTE,H3,35992.4,1080p,18.545714931788254,39.992,4.32,0,0.0,0,296,0,231.6,24.0,39991521.0
2026-06-17T12:26:43,143.78,LTE,H3,37652.5,1080p,19.76335439949123,41.836,6.54,0,0.0,0,315,0,177.1,38.9,41836080.0
2026-06-17T12:26:43,145.84,LTE,H3,37017.8,1080p,22.31842876056887,41.131,4.42,0,0.0,0,317,0,141.2,41.7,41130835.0
2026-06-17T12:26:43,147.69,LTE,H3,35405.1,1080p,20.125300816843602,39.339,4.32,0,0.0,0,313,0,191.3,24.2,39339025.0
2026-06-17T12:26:43,150.11,LTE,H3,30876.6,1080p,18.133254761865203,34.307,5.21,0,0.0,0,285,0,218.3,13.1,34307375.0
2026-06-17T12:26:43,152.98,LTE,H3,28666.5,1080p,17.004427567748667,31.852,4.99,0,0.0,0,297,0,113.0,39.7,31851627.0
2026-06-17T12:26:43,155.25,LTE,H3,45244.7,1080p,17.877259488935543,50.272,4.93,0,0.0,0,280,0,177.7,33.0,50271905.0
2026-06-17T12:26:43,157.95,LTE,H3,32267.6,1080p,16.179659235900186,35.853,6.53,0,0.0,0,307,0,58.5,45.1,35852883.0
2026-06-17T12:26:43,160.76,LTE,H3,40971.7,1080p,22.99097373513592,45.524,4.43,0,0.0,0,284,0,77.1,32.6,45524113.0
2026-06-17T12:26:43,163.1,2G,H3,90.0,480p,504.93585348147644,0.1,0.0,1,0.027,7,299,0,174.6,11.8,100000.0
2026-06-17T12:26:43,165.0,2G,H3,90.0,480p,495.16344628942863,0.1,0.0,2,0.094,3,319,0,219.9,18.8,100000.0
2026-06-17T12:26:43,167.6,2G,H3,105.0,480p,504.6363509422369,0.117,0.0,3,0.158,0,299,0,112.3,69.6,116616.0
2026-06-17T12:26:43,169.6,2G,H3,90.0,480p,499.16359991584847,0.1,0.0,3,0.158,6,317,0,280.8,61.2,100000.0
2026-06-17T12:26:43,171.53,2G,H3,94.2,480p,497.430265639925,0.105,0.0,4,0.397,2,315,0,134.6,38.5,104669.0
2026-06-17T12:26:43,174.3,2G,H3,92.0,480p,498.42463974409384,0.102,0.0,4,0.397,4,317,0,71.2,62.8,102219.0
2026-06-17T12:26:43,176.61,2G,H3,90.5,480p,498.826271843488,0.101,0.0,5,0.699,7,310,0,112.7,51.3,100547.0
2026-06-17T12:26:43,178.12,2G,H3,110.9,480p,503.69022433314296,0.123,0.0,5,0.699,6,298,0,158.4,57.5,123194.0
2026-06-17T12:26:43,179.75,2G,H3,94.7,480p,503.8140959990274,0.105,0.0,5,0.699,7,294,0,347.7,45.6,105201.0
2026-06-17T12:26:43,182.05,2G,H3,100.5,480p,504.24477384306044,0.112,0.0,5,0.699,1,286,0,64.3,40.7,111667.0
2026-06-17T12:26:43,184.7,2G,H3,90.0,480p,502.6838881492751,0.1,0.0,5,0.699,3,301,0,185.7,60.4,100000.0
2026-06-17T12:26:43,187.51,2G,H3,112.2,480p,496.2926593440376,0.125,0.0,5,0.699,6,312,0,106.1,61.4,124678.0
2026-06-17T12:26:43,189.02,2G,H3,90.0,480p,504.89267087393773,0.1,0.0,5,0.699,4,294,0,102.6,10.0,100000.0
